1602012000000 ms,"\@DaveTwichell  Sadly Dave""",0,0,,,,
1602005760000 ms,@DaveInStereo Awwwww we didn't get no rainbow,0,0,,,,
1601955240000 ms,@booklover4ever I'm half way through the second book. You weren't kidding about them keep you up late  LOL,0,1,,,,
1601937240000 ms,"\@DassieDukez Just telling U insecure ppl R mean""",1,0,,,,
1602003120000 ms,@davehitt29 hey thanks!!,1,1,,,,
1601955000000 ms,@bookladysblog It will be worth it no matter when you can get to it.,1,1,,,,
1602019080000 ms,"\@daveseaman The Marco G &amp; Amin Golestan remix is really good  Although""",1,1,,,,
1602012840000 ms,"\@Davey_the_Dave Cider""",1,1,,,,
1601937120000 ms,@dassad10 majd adj linket please  köszi,1,1,,,,
1601957520000 ms,"\@bookworm2007 I'm sorry""",0,0,,,,
1602008760000 ms,@davesjessica wouldn't want you any other way!,1,0,,,,
1601990040000 ms,@BradSabbath pretty much... the judging bit.. not sure about the guy bit just yet,0,0,,,,
1601964000000 ms,@boringSophie No  only rumors... Metallica in august and AC DC in September i think,0,0,,,,
1601964360000 ms,@borjeous well if sulit ok lang too pay hehehe,1,1,,,,
1601965800000 ms,@BoSintobin Wow sounds like the desert party at the Vancouver convention.,1,1,,,,
1601973960000 ms,@bowwow614 twitter slap myself for locking my keys in my apt . smh,0,0,,,,
1602016560000 ms,@David_C_ nice use of the transitive property,1,1,,,,
1601949600000 ms,@bonnie1408 Rubbish - TF are playing too,1,1,,,,
1602003600000 ms,@DaveMyers1 I have to stay busy to compensate for all the time I spend sleeping to recover from being so busy.. and so on... and so forth,0,0,,,,
1601940840000 ms,@boissonnet Will do. If I ever manage to find it.,1,1,,,,
1601997000000 ms,@brainstuck @crazytwism @fraands would love to see your doodle there,1,1,,,,
1601990160000 ms,@BradSabbath yup He was pleased  *happy kitty*,1,1,,,,
1602012960000 ms,@daveyaden LOL STOP JUDGING ME PUBLICLY!! LOL  Love n miss ya already... safest of travels to you and my newest homies. &lt,3,0,0,,,
1601951520000 ms,"\@bonsiroot ha""",1,1,,,,
1601991120000 ms,@brady don't be so excite about on-site consulting to MTV Brazil. They're located in Sao Paulo.,1,0,,,,
1601987040000 ms,@bradiewebbstack where were yoou walking? hope your legs stop hurting,1,0,,,,
1601982600000 ms,"\@bradgallaway yeah the grocery store in the mist one""",1,1,,,,
1601984520000 ms,@bradiewebbstack awww hun ur very entertaining  i look forward to ur tweets lol. xx,1,1,,,,
1601952000000 ms,"\@Boo2AGoose piercings. nopeeee""",1,1,,,,
1602015960000 ms,@daverosin  that is awful...so sorry to hear that!!,0,0,,,,
1601948400000 ms,@Bonicita that's a great one.,1,1,,,,
1602017760000 ms,@David_Henrie heeeey .D whats up `?,1,1,,,,
1601975160000 ms,@boxxybabee Good movie,1,1,,,,
1601994600000 ms,@davefever i'm not in today,0,0,,,,
1601971440000 ms,"\@Bowen12  You are the best!!   And""",1,1,,,,
1602014280000 ms,@davenavarro6767 @ericavery how can it be June and I feel like Summer's over already? Post NINJA blues,1,0,,,,
1601967000000 ms,"\@BostAngeles Yes""",1,1,,,,
1601969880000 ms,"\@boudga oh thanks   I've been here about 8 months now""",0,1,,,,
1601948280000 ms,@Bongchi - virtual chocolate milk - there you go!,1,1,,,,
1601982240000 ms,@BradEYoung  What's wrong honey?,0,0,,,,
1602020520000 ms,"\@davewhits Thanks for the welcome. I agree""",1,1,,,,
1602004920000 ms,@daver - go Cubs.  I had such a crush on Mark Grace as a kid.  I was totally going to marry him.,0,1,,,,
1601993640000 ms,@DaveCocca come visit me! I miss my cokers and i can't wait until july 15 anymore,0,0,,,,
1601979120000 ms,@bpfox and I think Broad Appetit tomorrow isn't going to help either,1,0,,,,
1601942880000 ms,"\@datsexybriteady Oh""",1,1,,,,
1601966400000 ms,@bosskhouston im bloggin right now...will do later,1,1,,,,
1601957400000 ms,@bookworm_14  sigh... Oh well.,1,1,,,,
1602011040000 ms,"\@DaveMcKean Dave""",1,1,,,,
1601963760000 ms,"\@BoriBarbie89 I know that aloe works but I didnt have any  I just bought some tho""",0,0,,,,
1601947080000 ms,@bonemaster yeah well you just a little behind. God only knows how @Sanastar feels,1,0,,,,
1602010680000 ms,@DaveMalby so you're trying to say no?,1,0,,,,
1602021480000 ms,@David_Mooney hi! Barely fuctioning! Crap day,1,0,,,,
1602001080000 ms,"\@davedays I love you dave""",1,1,,,,
1601943960000 ms,"\@Dave_Annable well @JonathanRKnight do look a lil like u""",1,1,,,,
1601997360000 ms,@brainstuck maybe its programmed to think so..maybe you're pressing the wrong buttons..or maybe you need a television that isnt monitored,1,0,,,,
1601952240000 ms,@Booboomagoo Shit. That's when I got to bed.,0,0,,,,
1602016320000 ms,@david_an Ha! I didn't even notice the missing toe. (He seems to have grown it back this morning.) Sorry about the iPhone lacktivation!,0,0,,,,
1601953440000 ms,@booie2k1 just found out its £654 this year  lol,1,0,,,,
1601978040000 ms,@boysnoize alright,1,1,,,,
1601955480000 ms,@BookRambler great - i can't believe how lovely it is outside!,1,1,,,,
1602018480000 ms,@David_Henrie um? why not send us london fans a little love?,0,0,,,,
1601984880000 ms,@bradiewebbstack bradiee your so cute  but um every time i show like a picture of you to someone they say you look stoned lol,1,1,,,,
1601974800000 ms,"\@boxofcrayons Let's say the 3rd type of person is he who wants to count""",1,1,,,,
1601970840000 ms,@bourach Not too bad today. How are you? Did you have a good night on Friday? Hope you're not missing the books too much,0,1,,,,
1601959560000 ms,"\@boomx17 we are! poor us""",0,0,,,,
1601970240000 ms,@Boujarfaoui I too am thrilled to be one of the 181 FP followers  I know its a bit selfish,0,0,,,,
1601969400000 ms,@Bottie thanks - we're looking forward to your visit,1,1,,,,
1601987760000 ms,"\@BradLawless Well""",1,1,,,,
1601991960000 ms,@Braindonut  I thought it was pretty darn amazing   We need to grab a beer soon!,1,1,,,,
1601991600000 ms,@bradyworden YAY for birthdays! I love youuu.,1,1,,,,
1601949480000 ms,@bonnie_booo it ain't gonna happen...i'v got given a death sentence last night...not really...but it certainly broke my heart,0,0,,,,
1601957640000 ms,"\@bookwormjules Don't know if it's good""",1,0,,,,
1601985120000 ms,@bradiewebbstack haha damn you now i want jelly beans,1,1,,,,
1601954280000 ms,@bookgrl good luck!,1,1,,,,
1601990640000 ms,@bradwilson Dont' have it yet  How will it perform as bootcamp install? What about dev drivers for USB devices (usb serial emulation)?,0,0,,,,
1601947560000 ms,@BonesFan021 my fav recurring character has GOT to be Gordon Gordon Wyatt,1,1,,,,
1601979000000 ms,"\@BPDINOKC poor Pearlz.I have that trouble with men too.They dance round me&amp;lick my nose""",1,0,,,,
1601989200000 ms,"\@bradpeebler Hi there""",1,1,,,,
1601994720000 ms,@davefmv shut up!!!!,1,0,,,,
1602005640000 ms,@daveingland   praying for #revolutionchurch church!  (not just to be a trending topic),0,1,,,,
1601940480000 ms,@boidal Won't mean anything to me! Bring back the Commodore 64 I say,0,0,,,,
1601992680000 ms,"\@davebarnesmusic happy early birthday!! i hope you have a good day""",1,1,,,,
1601970000000 ms,@boudicca oh it's totally enjoyable. But can anything with Eliza dushku be taken seriously? For a grape?,0,1,,,,
1601944200000 ms,"\@dave_carpenter Isn't it great! Great way to get a dose of positive words.  Though have to say enjoy sitting with Dyer""",1,1,,,,
1601972280000 ms,@bowwow614  Have to go to Chicago today....sorry bud!,1,0,,,,
1601976240000 ms,@boydhilton ooo awesome  should be a good read!,1,1,,,,
1601988960000 ms,"\@bradmcfadden Oh""",0,0,,,,
1601963040000 ms,@BorderJournal so from now on it would be worth dropping over to Wodonga to have a go at the network now,1,1,,,,
1601975880000 ms,@Boy_Kill_Boy You need to go to sleep,1,0,,,,
1602018600000 ms,@David_Henrie Will Ferrell is going to be on next week's Man Vs. Wild!,1,1,,,,
1601997840000 ms,@brainyurbnmodel well i def want to see ur pics when u ge them!,1,1,,,,
1601944560000 ms,@bombayologist I am looking to manage my PDFs and get the metadata. Help please?,1,0,,,,
1602016800000 ms,@David_DB Morning!  Have a great day too ,),1,1,,,
1601951280000 ms,@bonnietsang Great to hear that Miss V is feeling better,0,1,,,,
1602011160000 ms,"\@DaveMcKean Sorry to hear that. Nasty. Hope replacement is easy. Went for dinner last week""",1,0,,,,
1601988840000 ms,"\@BradmanTV  Well""",1,1,,,,
1601975400000 ms,"\@Boy_Kill_Boy I may not be on much tomorrow""",0,0,,,,
1601978280000 ms,@boytoyjesse hi,1,1,,,,
1601983320000 ms,@bradhouse Do you use Tweetie? You can double click on my reply and see what I replied to,1,1,,,,
1602022200000 ms,"\@david1072006 morning dad! how r u? 2day is OAT tests + i am NOT happy at all. I hate tests. Blech! Mom says no pics on here""",0,0,,,,
1601969160000 ms,@botdfmusic http://twitpic.com/74w9n - fuggin raddddd!!!! i wants him to do my hairrr.,1,1,,,,
1601995200000 ms,@davegalanis Thanks! Made my day,1,1,,,,
1601991000000 ms,@bradwingquay Jealous. I really want one from a Californian boy.  &lt,/3,0,0,,,
1601941680000 ms,@boldinsider @simplowdfan not easily bugged, if I was I'd hide elsewhere (like on Facebook)!,1,0,,,
1601961480000 ms,@bootooyoo lol..day two of the adventure begins,1,1,,,,
1601956440000 ms,"\@booktavern So if I'm white and only like one or two things on that list""",1,1,,,,
1601970600000 ms,"\@bounceswoosh It's hard""",1,0,,,,
1602000360000 ms,"\@davemacdonald Thank you!  I am quite excited - after the defense""",1,1,,,,
1602002640000 ms,"\@DaveHamilton Most welcome. They were tearing it up""",1,1,,,,
1601945880000 ms,@boncam Cool. Morne the giraffe next? So many options! Don't appear to have cricket on tv here in Oz tonight,1,1,,,,
1601978400000 ms,@boytoyjesse TELL PEOPLE TO FOLLOW ME.,1,1,,,,
1601963160000 ms,"\@bored369 hey""",1,1,,,,
1601955720000 ms,"\@booksandquills haha""",1,1,,,,
1601955120000 ms,@BookLoveHer I was really disappointed with the whole &quot,promiscuous girl&quot, thing. congrats on her success but i think wasted talent,1,0,,
1602014040000 ms,@DaveMP hahaha ohhh i see. yeah it was terrible. i even beer bonged rum in hopes of getting smashed... but nothing.,1,1,,,,
1602000120000 ms,@DaveLair I dunno  But that pretty much eliminates any and all reason for watching it,0,0,,,,
1601942400000 ms,@DatKidSpade  wow... sounds very productive!,1,1,,,,
1601971320000 ms,"\@bowchicka  Ugh...you think you failed your test""",1,0,,,,
1601999760000 ms,@DaveJMatthews Ur new song are good but the sets havent ben gr8 imo im going 2 fenwayx2 maybe sum rare songs instead of crush &amp, ddtw plz,1,0,,,
1601997240000 ms,@brainstuck I did not get the joke somehow,0,0,,,,
1602013080000 ms,@daveybarnett  #elevensestime more clues for the #bush maybe tomorrow,0,0,,,,
1601950440000 ms,@BONNIECHAU no! I will continue bothering you. don't leave me,1,0,,,,
1601986920000 ms,@bradiewebbstack we love all of ur tweets Bradie follow me  and pls accept me as a friend for facebook,1,1,,,,
1601984640000 ms,@bradiewebbstack BITCH FIGHT!   ahaha trip them and make them graze their knees. ,),1,1,,,
1602003960000 ms,@davenavarro6767 coming to see the pigs and whores sunday in NY spot me in the audience and u win a fun night with cool peeps,1,1,,,,
1601960160000 ms,@boopany you should goto this! it's gunna be complex, as LAMPO sez: &quot,an epic audio/visual/data assault&quot, wit a digital/analog mountain,1,1,
1601951400000 ms,@bonnyglen I shopped for sheets while talking to the insurance co.,1,1,,,,
1601959080000 ms,@Boomstone lol your so funny! Hey I must agree with you @kirstiealley @Kirstiealley needs a late night show and replace Conan  rating 100%,1,1,,,,
1601959920000 ms,@boonxewok nice! And I'm home sick,0,0,,,,
1601972640000 ms,@bowwow614 aww a baby bow on fox,1,1,,,,
1602005520000 ms,@DaveHull Would be interesting to see what you completely agree with.  @cutaway has protected updates,1,1,,,,
1602015480000 ms,@davepumfrey Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip,1,1,,,,
1601936160000 ms,@DashaFierce realizing what I want is almost impossible to get.,0,0,,,,
1601948880000 ms,@bonjour_zach can you possibly tell that i should just shut up and go to bed? LOL.,1,1,,,,
1601965080000 ms,@borntowrite: isnt it great 2 kno that God is 4 us! And since He is know weapon that is formed shall prosper !,1,1,,,,
1601958120000 ms,@boomCAT04  uh ohs,0,0,,,,
1601973600000 ms,@bowwow614 lol....gotta play me one of these days!!!,1,1,,,,
1601967960000 ms,"\@BostonGal34 oh""",1,1,,,,
1601940360000 ms,"\@BohoGlam Aw. &lt;3 good to know they care about you.  but if you ever still need me and a baseball bat""",0,1,,,,
1601944800000 ms,@BOMBkid that happened to me  It pissed me off,0,0,,,,
1601982360000 ms,@bradfordshimp The least I can do for you is re-tweet it when it's ready. So @ me  Mine is http://bit.ly/xPvT7 - I talk about viral tweets,1,1,,,,
1601952960000 ms,@BoogF Now you know they are closed on Sunday and I don't get off til 6:30 on Mon...,0,0,,,,
1601985000000 ms,@bradiewebbstack do you hate me now  im sorry! but im actaully your biggest fan! if i told you i had red carpet to would you be unhappy?,0,0,,,,
1601974680000 ms,"\@boxofchocolates especially retrievers""",1,1,,,,
1601965680000 ms,@boshoff312 Hey Bosh! Welcome to Twitter  Glad to be your first Tweet.  When you want to send a message to someone type @theirNAME,1,1,,,,
1602021960000 ms,@david_sinclair it is lovely out there.. Was hard to drag myself back in to the office,1,1,,,,
1602018120000 ms,@David_Henrie i would pay to see YOU in diapers. that'd be hot mr henrie !,1,1,,,,
1601968920000 ms,@boswick82 thanks for keepin me hip to the game. Nighty night sir im off to the bar,1,1,,,,
1601960400000 ms,@booshtukka Yay! Works now... That's an epic RE dude. Well done  I'll bookmark http://regexlib.com too... I can see it being very useful!,1,1,,,,
1601986080000 ms,@bradiewebbstack lol your gorgeous,1,1,,,,
1601950920000 ms,"\@bonnieroskes sounds like Twitter site problem. [well""",1,0,,,,
1601979720000 ms,@bpriode and @mpriode it is most definitely as hot as a crotch outside  Haha,1,1,,,,
1601967240000 ms,@BostinBloke it's not called ning?,1,0,,,,
1601936400000 ms,@dashoff They're in Sarasota and George leaves for his trip in an hour so I have to wait until next week.,1,0,,,,
1602017880000 ms,@David_Henrie how's the steak?,1,1,,,,
1601938200000 ms,@DataPlanMan yeah...same here...just seems like the bad is starting to outweigh the good...,0,0,,,,
1602020400000 ms,"\@daveweiner - fat free cottage cheese mixed with peach salsa = heaven on a tortilla chip""",1,1,,,,
1602021120000 ms,@David_Kelly Press Play out tomorrow!,0,0,,,,
1601946360000 ms,"\@bondibeachgirl Yes""",1,1,,,,
1601962080000 ms,"\@boozysmurf Heh. QUILTing""",1,0,,,,
1601985600000 ms,@bradiewebbstack i bet you wont reply to this tweet  that'll make me sad.,0,0,,,,
1601942520000 ms,@DatMad how was the party I wanted to come unuh,0,0,,,,
1602017280000 ms,"\@david_hay Found some old epoxy""",1,1,,,,
1602015360000 ms,@davepool You lived in Orlando on purpose? I'm so sorry. Did you at least leave your jorts behind when you moved west?,1,0,,,,
1602012480000 ms,"\@davewiner but too few people are using the website  - not because it sucks""",1,0,,,,
1602016080000 ms,@daveywilson I don't mind Hell. We're stoked  http://ff.im/-3pPqQ,0,0,,,,
1601987160000 ms,"\@bradiewebbstack yes""",1,1,,,,
1602004320000 ms,@davensjournal It's &quot,tweet&quot,.,1,1,,
1601953080000 ms,@Boogie908 i only got lyk 2 followers  lol,1,0,,,,
1602013680000 ms,@DaveyKichens what book? i'd LOVE to be sleeping... its 8.37am and I'm at work!,1,1,,,,
1602001440000 ms,"\@davedevereux I've been going through season by season  this was 4 x 4""",0,1,,,,
1602006960000 ms,@davejmatthews keep singing to me singer.... thank u,1,1,,,,
1601972160000 ms,@Bowser1980 I'll pop my car round for you to do why your in the mood,1,0,,,,
1601959440000 ms,"\@boomx17 hahaha""",1,1,,,,
1601952840000 ms,@boogaloo211 Holla Holla chica!  Way to go,1,1,,,,
1602013560000 ms,@daveyf15 i wish i could make it to the show,0,0,,,,
1601990280000 ms,"\@bradshorr @roberthruzek  and.. *snifl*  I thought it was because you guys *snifl* missed me?  *snifl""",0,0,,,,
1601983800000 ms,@bradiewebbstack  why dnt u like rite bak to me.?  . its sad becus im going out of my time jst to u becus ur my fav. and yea,0,0,,,,
1602002280000 ms,@daveglennon Just doing some twitter tutoring,1,1,,,,
1601957760000 ms,"\@boomama well""",1,1,,,,
1601990760000 ms,@bradwilson oh...ice road truckers is awesome btw,1,1,,,,
1602002880000 ms,@davehillman hanging in there,1,1,,,,
1602004680000 ms,@davepell you're the undisputed authority on the topic.  goog recognizes!,1,1,,,,
1601997120000 ms,@brainstuck good night! catch you tomo.. happy weekend,1,1,,,,
1601967120000 ms,@BostinBloke Great! Enjoy the riverside if you can,1,1,,,,
1601964600000 ms,@born2dancepcd omg you beeetch !!! you saw brit  i wanted to see her !!! i though you wernt going? OMG super jealous!!xoxo,0,0,,,,
1602011520000 ms,"\@davemne just read the review. How cool is that""",1,1,,,,
1601952360000 ms,@boodie5 im scared u see the emegency warning on the tv make sure u duck and cover ya head the tornado is comming.... i love u cuzzo,1,1,,,,
1601938800000 ms,@Datboyie I'm loving your words of encouragement on here!,1,1,,,,
1601998560000 ms,"\@brampitoyo this was pre-Vista""",1,1,,,,
1601937600000 ms,@DAsweetdevil Yes  I was wearing my contacts at the time so it burned. How are your feetsies?,1,1,,,,
1602022080000 ms,"\@david_wiggs Jiminy""",0,1,,,,
1602005400000 ms,"\@daverama Great info""",1,1,,,,
1602007560000 ms,"\@daverexwood Yeah""",1,1,,,,
1601944920000 ms,@bombsaway5 Well the EP but not the actual CD! That's not out yet,0,0,,,,
1601966040000 ms,@BOSS0515 awww BAX!!!! don't leave yet...,1,0,,,,
1601957880000 ms,@BoomBoomBetty i hate that people get so out of control that any regard for another's well being goes straight out the window.,0,0,,,,
1601977560000 ms,@Boyislost yeah,1,1,,,,
1601952480000 ms,@booftastic SCREW THIS I'M DOWNLOADING IT!!,1,1,,,,
1602018960000 ms,"\@daveseaman Dave""",1,1,,,,
1602013920000 ms,@DaveyWalker haha oh perhaps brian and craig have returned with a new addition to the band??,1,1,,,,
1601978160000 ms,@boystar22 yeah i was stuck at home with nothing to do tonight,0,0,,,,
1601998440000 ms,@brampitoyo Just realized we're in the same time slot tomorrow,1,1,,,,
1601966160000 ms,@bossdianne not so much. slight lang. haha. may resto na pala kami,0,1,,,,
1601983440000 ms,@bradical89 agreed. its so sad,0,0,,,,
1601937360000 ms,"\@dastels heh""",1,0,,,,
1602002520000 ms,"\@DaveHamilton I kinda use the Tweetie video feat.""",1,1,,,,
1602021840000 ms,@david_olsen I've seen it.  It's pretty interesting,1,1,,,,
1601948520000 ms,@bonita_desi Yes of course!!!  Of everyone!!!  I'm on my way!!! See you tonight!!!,1,1,,,,
1601946240000 ms,@bondibeachgirl I was too,0,1,,,,
1601969640000 ms,@bouchraINparis 30th January. looks like both our birthdays have passed  oh ive always wanted to learn French. just never found the time,0,0,,,,
1601971200000 ms,"\@bouver23 haha! Damn HOT! Btw""",1,1,,,,
1601981280000 ms,@brad242 aww she's getting so big  Adorable,0,1,,,,
1601974920000 ms,@boxOFjuice Ikr.  *sadness*,1,0,,,,
1601973240000 ms,@bowwow614 i thought uu sed u were on live...or isnt this the real bow wow,1,1,,,,
1601983680000 ms,@bradiewebbstack  hug,1,1,,,,
1601985720000 ms,@bradiewebbstack i love the smell of rain  how are u ? xox,1,1,,,,
1602020640000 ms,"\@davewiner http:/www.decisionengine.com. Go look at the video- that's the pitch. The product isn't public yet""",1,1,,,,
1602009480000 ms,@DaveTaylor my fiance won't let me by one  Arrrrrr,0,0,,,,
1601956800000 ms,@Bookwhisperer37 Afraid not. Just another part of the internet  x,1,0,,,,
1601997960000 ms,@brajana I was hoping it'd be out by now too!,0,0,,,,
1601962440000 ms,@bopeepsheep Poor lovie. One of the things I'm seein me dr about thisavvy is my episotomy scar,0,0,,,,
1602003000000 ms,@davehillman SORRY!!! LOL I've got a bit of a headache,1,0,,,,
1601969520000 ms,"\@botwinick Oh""",1,1,,,,
1601959320000 ms,@boomtopper Not yet. I'm not sure if the next version supports that or not and I don't have my development one in front of me to check.,0,0,,,,
1601987280000 ms,@bradiewebbstack your a lucky boy.,1,1,,,,
1601943480000 ms,@davdin you're already fine outside work because you've moved on to Twitter for communication.,1,1,,,,
