1602144360000 ms,@daynah You missed dev camp.  Matt showed us the secret wordpress easter egg. It's pretty funny. See you again at WordCamp LA.,0.0
1602099000000 ms,@davidhughes yeah I saw it.,1.0
1602142560000 ms,@daydreamer87 haha lol u must be ashamed of being French &amp; I hate 2 say it but I told ya so lol,0.0
1602156000000 ms,@brettsky and the frickin 2 space frickin  indent.,1.0
1602116280000 ms,"\"@breanaphillips  lol wait",1.0
1602121080000 ms,@bree_bear omg thats soo sad  wow i feel so bad for all of them i realy hope the election changes things,0.0
1602126840000 ms,@Bren_311 i'm sorry.  you should maybe watch a funny movie or something. that usually works for me.,1.0
1602145920000 ms,@BrentLauren not at allllll... the good thing is is that I get to eat again in a few minutes.... but that has no flavor either,0.0
1602160200000 ms,@day26_rules i already have,1.0
1602151080000 ms,@db0y8199 rrrriight!! Hee hee!! Prolly just toast! I haven't been really feelin breakfast lately,1.0
1602164520000 ms,@brianangelday26 fuck the haters ur bigger than that u supose to be the strongest one i want u to stay!! dont go,1.0
1602093360000 ms,@DavidMcSherry should we expect to hear a sample of that at the start of a future remix?,1.0
1602129600000 ms,"\"@davynathan Thanks for sharing. I",1.0
1602148680000 ms,@dazreil me too... on a lame public connection though so ~30mins to wait,1.0
1602168960000 ms,@DC_Princess_202 u HTK...pwease...,1.0
1602159720000 ms,@DaxYorke are you laughing at me?   p.s. my name has two e's,1.0
1602129960000 ms,@daw69 yep....no way he would let me go alone...he said I could get dub kiss though,1.0
1602097920000 ms,"\"@davidrwilson I will make sure you get one",1.0
1602160080000 ms,"\"@day_b yeah I will be. Oh no",1.0
1602139800000 ms,@daydayluvya08 either cuz he acted like he was flirtin and everything all the time so i honestly dont know haha im sorry im bad at this,0.0
1602171720000 ms,@DayleRobyn One needs to be (a) patient enough to wait for @Therapeutic_C ?  (phun intended),1.0
1602109800000 ms,"\"@davidsgallant I stand corrected",1.0
1602105240000 ms,@davidolski that makes my heart break,1.0
1602089040000 ms,@BraveMaiden I don't get as much time here either. It's going to get worse now that the girls r home for summer.  It stinks.,0.0
1602100080000 ms,"\"@davidjosman",1.0
1602122880000 ms,@Breesuh oh i know same   it really sucks!  i.d's - who really needs them right?  i'll just drive anyway ;P,0.0
1602100560000 ms,@DavidKirlew Went to Indigo (book store) she made a craft and I browsed then we had iced coffee and chocolate milk together at Starbucks,0.0
1602097800000 ms,@davidrules04 someone looks happy haha. i`m jealous. Got my diet coke and a design problem,1.0
1602103320000 ms,@davidleibrandt good to know you had fun,1.0
1602099480000 ms,@davidismyangel is enough time!! (if i get into VIP!) but i know that doesn't make up for it  at least they'll have each other!,0.0
1602173040000 ms,@BrianLimond Ever seen the tv show Dead Like Me? I died and became a grim reaper. Taking people's souls after accidents,1.0
1602101880000 ms,@Bre0900 aw thanx  i got u wen i do mines in a lil bit,1.0
1602106920000 ms,@DavidScharfe your tweet was just included in The Longest Poem in the World www.longestpoemintheworld.com/tweet/14239/,1.0
1602132000000 ms,@DawnRichard ME &amp; MY BELLY!!! LOL~ XOXO,1.0
1602089520000 ms,@bravessweetie19 So true. I like the books the best!,1.0
1602163920000 ms,@brianablair LOL i never had game  i WISH i could pick up beezys at the tanning beds.,0.0
1602130560000 ms,"\"@dawizonline Best of luck",1.0
1602115560000 ms,@davmac you had a script for Conky-Twitter integration?  (http://tinyurl.com/l5ydxc),1.0
1602136320000 ms,@dawnfields nice to see you pretty  ( hopefully husband is not arround)  )  and good night!!!,1.0
1602146160000 ms,@brentmartell Thanks bro. I don't feel quite so stupid now,1.0
1602168000000 ms,@dbs_sticky Holy crap! Hope you guys are ok. Both my mum and my bro have hit deer in their cars. It doesn't sound like a nice experience.,0.0
1602134160000 ms,"\"@brendaisarebel I think it's because the comm is moderated",1.0
1602162000000 ms,"\"@dbickley I have tons 2 do",1.0
1602089400000 ms,@bravesgirl5 seriously?  i was really looking forward to seeing it!,1.0
1602173280000 ms,@brianlj I get my BT one for free but brother works from home so uses Virgin Media. Everyone happy,1.0
1602097200000 ms,@Davidredding I signed up but it won't let me join that room.,1.0
1602151560000 ms,@DBaker817 I do..and then I am an empty nester. Kind sad to think about. I have no doubt that all your kids are awesome.,0.0
1602115440000 ms,@davismitchell pretty much!,1.0
1602131040000 ms,@dawn_dewar it was a stupidly slow day  but home now ... Ahhhh let the chilling commence.,1.0
1602111000000 ms,@DavidWalkerTV can I have a thousand of yours for a while just so I  can feel the &quot;love&quot;,1.0
1602158280000 ms,@Brian_Bee  your very much welcome...oh yeah by the way you crack me up lol,1.0
1602162840000 ms,@Brian_Godfrey sorry brian just saw this one,1.0
1602150000000 ms,@DazzleMeThis I haven't checked yet but it would've been a good idea  except now I've eaten it... x_X,1.0
1602091680000 ms,"\"@DavidDTSS YAY! You love it",1.0
1602122160000 ms,@breeoleary fuck. that's horrible  at least she's not suffering anymore.. she's in a better place.. i love you.. i hope you're ok..,0.0
1602107520000 ms,@DavidSmith01  jk yo,1.0
1602145800000 ms,@BrentLauren I can't have dairy,1.0
1602096000000 ms,"\"@DavidGuison HAHAH",1.0
1602163200000 ms,@brian_littrell welcome to twitter,1.0
1602139560000 ms,"\"@daybreak1012 Aw",1.0
1602117120000 ms,"\"@breatheheavycom cheer up",1.0
1602101400000 ms,"\"@brazodemercedes a cute nice west tote bag",1.0
1602141000000 ms,@brenherrera - Thanks for including me in your &quot;hot guy friends&quot; list!,1.0
1602118200000 ms,@Brecape aww. I'm sorry  it can't be fixed?,1.0
1602140280000 ms,@Daydreamer1984 He explains the tailer better,1.0
1602140520000 ms,@brendonuriesays I live in the OC. I would drive out there but it'll probably be gone by the time I reach there,1.0
1602141240000 ms,@BrennaBreakdown  i have to actually agree with you.. at my school its the end of the year and our teacher still gives us work... uhhhh,1.0
1602090720000 ms,@davidchoimusic i love your cover of katy perry's waking up in vegas!,1.0
1602098040000 ms,@davidryanmusic Thanks David! You ROCK! We hope to meet you soon,1.0
1602147240000 ms,"\"@DaysiFranco yeah",1.0
1602161040000 ms,@dbdc Morning Danny! How's things - you been to your meeting already?,1.0
1602150720000 ms,@dazzling_duck ? ????! ????? ??? ?????? ???????,1.0
1602126360000 ms,"\"@breimels  Let's liveblog something soon!  (your twin is doing it",1.0
1602093960000 ms,@DavidNoorigian   Need new tires,1.0
1602161280000 ms,@dbeltra eww.. and ouch..,1.0
1602098640000 ms,@davidscohen am severely late in responding. still new to this  will email you off-line. hope all is well in your kingdom.,1.0
1602116880000 ms,"\"@breasbabyboutiq Good to have you on board",1.0
1602114600000 ms,@daviesgravey im on my phone. I can't see bubble tweets right now,1.0
1602130440000 ms,@DawgWonder my bad.,1.0
1602156480000 ms,"\"@breus i dont get this. how is twitter addicting? you are so mean!!!! that is LIES",1.0
1602120960000 ms,@bree_bear  im sowee,1.0
1602109680000 ms,@davidSEIBEI woo hoo! My shirts came today! Thank you  http://yfrog.com/157ymj,1.0
1602098520000 ms,@davidschwimmer seven pounds fab film new and fresh very original,1.0
1602166080000 ms,@briandoll That's a gig I wouldn't turn down!,1.0
1602151920000 ms,"\"@BrentSpiner wheres my at reply?!  gonna make me cry here dude",1.0
1602162720000 ms,"\"@Brian_Blank They were very politically active",1.0
1602125280000 ms,@BreeSymone: well that is one twisted purity ring lol!  i kid i kid,1.0
1602174000000 ms,@dcb23 That was horrific  #smh,1.0
1602168840000 ms,@DC_FAN haha ISolated INcident was hilarious  and i LOVE Vicious Circle and Rough Around the Edges.,1.0
1602116040000 ms,@BreakThruGuy Sounds great Paul .... breathe easy and well today ...,1.0
1602123600000 ms,@dawndela gee that makes me feel great  Eveyone else is allowed to bimbo but me??? HOW RUDE!!!!,1.0
1602147840000 ms,"\"@DayvilleHamoway Davel I am hating you for posting all these vids",1.0
1602137160000 ms,@DawnMarieH You'll never guess where I found it?...A second hand store!...Sorry but he's not for sale!,1.0
1602114840000 ms,"\"@Davina_Morris ah that's cool",1.0
1602170760000 ms,"\"@DaydreamLily I would have thought so",1.0
1602102480000 ms,@breagrant stop by &quot;the yogurt spot&quot; on guadalupe. I'll give you a free cup of delicious yogurt,1.0
1602169200000 ms,@dc2d9 this morning? about 8:30. we slept at 5.,1.0
1602133560000 ms,@DawnYang1 pretty soon you will miss father's nagging!!,1.0
1602123120000 ms,"\"@dawn_hall Nope",1.0
1602150480000 ms,"\"@DazzleMeThis yer",1.0
1602171960000 ms,"\"@DaynaDelux Girl",1.0
1602102960000 ms,@breakfastnews lol happens to the best of them,1.0
1602112920000 ms,@davorado Being followed by the KING of twitters is the only riches I need. Thank you for being my friend. Have a gr8 week2u and family,1.0
1602165120000 ms,@BrianaYvette all goooood lol let's get together soon,1.0
1602160560000 ms,"\"@dbarnhart I'm a #pfc girl first &amp; foremost",1.0
1602167880000 ms,@dbridger Oh that's horrible  Particularly with all the other crap you've got going on. Despicable behaviour.,1.0
1602146400000 ms,"\"@BrentO hey",1.0
1602144240000 ms,"\"@daynah well",1.0
1602140640000 ms,@brendonuriesays that CTD song is the most annoying song ever.,1.0
1602135720000 ms,@brenditaaloz u no longer want 2 be my friend cause u now have famous radio friends  like the WEALTHY weather girl...,1.0
1602094680000 ms,@davidfowl have to use browser don't c it in apps,1.0
1602104640000 ms,@DavidMfPierson thanks for the follow friday tweet!,1.0
1602110040000 ms,@davidskelton fine pathology it is followed by boo review! It's your turn (and I mean personally) to do dinner,0.0
1602088320000 ms,@brattynat  probably. Pregnancy really does make some people batshit crazy. I was a MEAAANNNN pregnant girl.,1.0
1602173160000 ms,@BrianLimond ta. we're not all racists,1.0
1602153360000 ms,@brettjohn You sort of combined 2 races in that one tweet,1.0
1602132480000 ms,@DawnRichard studying!! and no dawn!! youre the shit!!  lol,1.0
1602105600000 ms,@davidptdf i wish i could go  you guys have to come to Puerto Rico  love youu.,0.0
1602167520000 ms,@dbouwman Thanks so much.  We work hard on them,1.0
1602161760000 ms,"\"@dbferguson Happy Birthday",1.0
1602166200000 ms,"\"@BrianDunning Ah... sadly",1.0
1602157920000 ms,@bria13 omg. im like so lonely  hows ur summer going so far?,1.0
1602133200000 ms,@dawnstaley you wanna bet? are you the tapper you've been tlkn about? pls say it aint so....,1.0
1602136200000 ms,@DawnDai yeah..I just asked Brown where you were? he said you were just up here,1.0
1602120720000 ms,@bree_101 http://twitpic.com/5crrg - awwww cute  i agree! BEST MOVIE IN THE WORLD,1.0
1602158880000 ms,@Dawnvanemden Low cut = good. That dress = not good. I don't liek it,1.0
1602161640000 ms,@dbeverlyb girl I'm more than 145 and I'd rock some gold leggings,1.0
1602090120000 ms,"\"@braydensmama007 he thinks something is wrong in my brain telling my pituaries how much cortisol to make and he increased my byetta",1.0
1602096120000 ms,@davidhasselhoff go for the pin striped one..,1.0
1602151200000 ms,@db0y8199 then you can be a product of LISA MARIE KINDER!!!!! That's right!!!!  as everyone else....well you know!!! Haaaa!,1.0
1602090960000 ms,@DavidCording: wait! What are you doing? You should be going to my sissy's graduation tonight,1.0
1602122520000 ms,@BreeOlson9 to ME!,1.0
1602112440000 ms,"\"@davissears oh shit",1.0
1602174240000 ms,@DCBoi1 Poor Stoney (pokes out bottom lip)...,1.0
1602112080000 ms,@DaVincisBlogLog Glad to see you are back up and running too. Whew!,1.0
1602127320000 ms,@brenda_song what is your fav color??,1.0
1602134640000 ms,@brendamantz Thanks for the compliment. I do my best  You should definitly check out the WFG if you haven't already!  http://twurl.cc/yrt,1.0
1602153840000 ms,@DawnRichard awwwww dont cry,1.0
1602113640000 ms,@davidwindell you weren't kidding ... zimbra desktop client is murdering the battery,1.0
1602101520000 ms,@brb022 i would prefer 1 more monday,1.0
1602109560000 ms,@davidschwimmer the weather in england is amazing at the moment! Not a cloud in the sky,1.0
1602143040000 ms,@Dayewalker Ahh I see!! Cant think of anywhere else then.....sorry,1.0
1602099600000 ms,"\"@davidismyangel Ya",1.0
1602098280000 ms,"\"@davidschwimmer Bay Area is nice",1.0
1602101040000 ms,"\"@BraylenC Yo' Life Sucks Because You Don't Love Me",1.0
1602102360000 ms,@breagrant I don't like it when I have to work during the warm  came home to work out and it was chilly,0.0
1602173760000 ms,@brianlondon hahaha! What u need to do is get on that stove k thanks! The 18th is almost here  LOL,0.0
1602163560000 ms,@brian_tong disappointed i didn't win the eyefi card  i had the right answer too.,1.0
1602093000000 ms,@DavidManley as do you.,1.0
1602164160000 ms,@BrianaGucci you and me both...,1.0
1602163800000 ms,@Briana_McDonell How scary! I hope everyone is okay.,1.0
1602143520000 ms,@DayLahs I doubt I can beat more than 2 songs on Expert.,0.0
1602128760000 ms,"\"@DawnRichard Get some sleep  stay healthy so that u can continue w/ the positivity! Dont let the negativity in",1.0
1602117960000 ms,@Breathtakiiing awwwwww. i wish you could start now.,1.0
1602133080000 ms,@dawnrules oh well thats not very clever. come on msn please,1.0
1602134040000 ms,@brendacooper Thanks for Following me back  xoxoxo,1.0
1602103560000 ms,@davidlian hahah jumpsuits would have been nice  Haha yeah Malaysia came in 2nd,1.0
1602089760000 ms,"\"@brawngp_fanblog Sorry.. didn't realize you'd done some already",1.0
1602157200000 ms,@brexians good to hear from you!  thanks for the #followfriday mention,1.0
1602115200000 ms,@davis1862 This is the kind of day that I really miss having a motorcycle! But the wife says that was part of my single life.,1.0
1602121560000 ms,@breedersatp thanks for a great weekend!! Highlight was defo Wire and Shellac,1.0
1602144480000 ms,@dayne517 Hey! When do u start?,1.0
1602163320000 ms,@Brian_Oneal I know you just be lyin' to me  lol take me to Magic City...we know u been there B4! I need to apply for a job lol,1.0
1602166320000 ms,"\"@BrianFeldman  no prob. When they first began organizing the Fringe",1.0
1602103800000 ms,@DavidLoxley u smell of pee!!!!! I can't have a bath or shower yet cuz mummy said she is cleaning them i feel dirty!!! me no likey  miss u,0.0
1602112200000 ms,@davindermahal Ouch! lollll It's the weekend Davinderrrr!!!!!!!!!!!!! Well almost...,1.0
1602107760000 ms,@DavidssonAsa they're only shipping that shield to north america,1.0
1602158040000 ms,"\"@briaaaa: yo",1.0
1602119400000 ms,@davynathan Love that song!,1.0
1602135360000 ms,"\"@brendaxli Ooh",1.0
1602154920000 ms,@DawnRichard I'm late on commenting about the season finale and can I just say I've never cried so hard over &quot;reality tv&quot; I miss DK!,0.0
1602167400000 ms,@dbounds Kudos to you for bringing the poor cat to the vet!  Poor kitty,1.0
1602170280000 ms,@daybrett Earthquake on Newport-Englewood fault. Same as 1933 Long Beach Qake that killed many. Sister works on 22nd floor in Long Beach,0.0
1602101280000 ms,@BrazillofBLAK cant wait 2 hear it,1.0
1602116760000 ms,@breanne19 i know i really wish we were going to boise to see them again.,1.0
1602117240000 ms,@breatheheavycom why?,1.0
1602089880000 ms,@brax4444 I sure can  DM me your email address and I'll get it to you.,1.0
1602137760000 ms,"\"@DawnofOURnight Yeah",1.0
1602130680000 ms,@dawizonline LOL yeah..got me there I guess. I just need a crown  lol,1.0
1602148440000 ms,@Dazeyy it doesnt post. it wont work.  it makes me sad.,1.0
1602092520000 ms,@davidlmorris amazing..they just appeared..,1.0
1602172560000 ms,@briankelly sounds like fun! Head to the Claverton Rooms (or Parade Bar!) For a quick coffee,1.0
1602097080000 ms,"\"@davidrankin LOL",1.0
1602173520000 ms,@BrianLockwood pretty sick but can't say i am into these skate moves - keep it clean - noticed a cpl of rodeo flips in maldives WCS -,0.0
1602106200000 ms,"\"@davidrklein I absolutely LOVED the book",1.0
1602135480000 ms,"\"@brendaxoxo Thanks!  I hope I get to soon",1.0
1602150240000 ms,"\"@DazzleMeThis psshhtt",1.0
1602111960000 ms,"\"@davinamcall it's mad and random",1.0
1602149280000 ms,"\"@dazzleme18 Awww",1.0
1602104160000 ms,@DavidMansion yipppppy  can't wait!!!!!,1.0
1602093480000 ms,@davidmerin Hang in there.,1.0
1602146640000 ms,@brentonrae Good luck! I only have to worry about one.,1.0
1602140760000 ms,"\"@Brendu_mcr -besides",1.0
1602112320000 ms,"\"@davis_k yep",1.0
1602140040000 ms,@DayDiaz ok!  let me try....,1.0
1602125760000 ms,@breezybee97 you dont miss me!,1.0
1602124080000 ms,@dawnis That seems to be the story with a lot of people today  Sucks.,1.0
1602143760000 ms,@daymarie oh cute. You didn't text me back ninja.,1.0
1602095400000 ms,@davidgilray No problem  THankyou again,1.0
1602172200000 ms,@BrianJRussell http://twitpic.com/7r45l - OUCH!! it hurts me just to look at him,1.0
1602112800000 ms,@davoaust blech scotch. give me vodka any day,1.0
1602117000000 ms,@BreatheBand &lt;33 you guys are awesome!  http://twitgoo.com/o8jp,1.0
1602164040000 ms,@BrianAdamovich Yeah!,1.0
1602109440000 ms,@davidschwimmer it sux in toronto!!! rainy and cold =( how about you!?!?!?! love you like crazy nite peace out,1.0
1602102600000 ms,@Break_com haha thanks for the promo,1.0
1602133320000 ms,"\"@dawnwadawn HAHAHA! Iz okay",1.0
1602088560000 ms,@Braveheart133  only?  That's a pretty amazing only.,1.0
1602091200000 ms,"\"@davidcrow no",1.0
1602092640000 ms,@DavidLover gosh yes he did looked great,1.0
1602118440000 ms,@davotek http://twitpic.com/6osab - Wish I'd had the dosh to go down,1.0
1602148800000 ms,@DazWorrall I'd love to give it a go - will probably work.   Many thanks.,1.0
1602114000000 ms,@davidxkeller nope! that's like two hours from me booo and i tried to text you from aim but it didn't work? i don't have unlimited,0.0
1602129480000 ms,@davynathan NICE THANK YOU DAVY!,1.0
1602149640000 ms,@dazzlemethis  I'm sorry,1.0
1602108600000 ms,@davidu His mom and dad separated at the beach? Swimming will never be the same for him again.,1.0
1602124800000 ms,"\"@DawnNicole_xo Aww",1.0
1602115080000 ms,@davinauea Sorry to remind you,1.0
1602137400000 ms,@dawnmcwilliams cant believe Germany drew with China  whats going on  i think they need new coach,0.0
1602123960000 ms,"\"@dawningthoughts and let me know when the opening is",1.0
1602159840000 ms,@day_b haha - i havn't taken sugar since i was a teenager - seems my sweet tooth has gone,0.0
1602103680000 ms,@davidlingholm I lost that link,1.0
1602109080000 ms,"\"@DavidWheelerPhD @tat2dsteelergal I bought &quot;tiny&quot; cupcakes yesterday",0.0
1602113760000 ms,@davidwynne Awwwwwww. Where's your beaming smiiiile?!,1.0
1602135600000 ms,@brenddaxo lmao youu do love boootay. Andd fml we're all having the same issue.,1.0
1602137640000 ms,@dawnmcwilliams still didnt get the link,1.0
1602170520000 ms,@Daydreamer092 I see  so what song did you like in Kyo Kara Maou?,1.0
1602129240000 ms,@DawnRichard I wanna go back in time and..... tell my only grandma I got to know how much I love her and give her a final goodbye.,1.0
1602171120000 ms,@Dayewalker Ooh you will have to put a twitpic on here!!,1.0
1602143640000 ms,@DayleRobyn You must let us know what the magazine's are called so we can check out your work,1.0
1602104880000 ms,@davidnburgess quiet so far,1.0
1602094080000 ms,"\"@davidon backseat of the new vios ya. definitely",1.0
1602146880000 ms,@BrentSpiner please don't die! You'll take a part of me with you.,1.0
1602099720000 ms,@davidjacobs or don't spam where you eat...,1.0
1602108240000 ms,@davidtdf i wish i could go  you guys have to come to Puerto Rico  love youu.,1.0
1602159120000 ms,"\"@DawnWehbey Once you are on my list",1.0
1602092400000 ms,@davidlian what r u guys doing?!,1.0
1602134400000 ms,@brendalogy    cheer up dear!,1.0
1602100800000 ms,"\"@davidlebovitz Still waiting for the Romain version of Caesar Salad on your blog!  I know",1.0
1602165360000 ms,@briancaffrey saw that again recently. Wish I could see the whole musical,1.0
1602128280000 ms,@DawnRichard ayee. i know you'll rep NO till the day you die. i know you miss it,1.0
1602118320000 ms,@DavorinPavlica we hear you,1.0
1602119160000 ms,@DavyNathan I'm pulling for you! you can do it!! Good luck tonight!!,1.0
1602156600000 ms,@brewern it's really bad on Thursday and Friday so leave a bit earlier,0.0
1602155880000 ms,@DawnRichard Wondering why nobody ever answers me on twitter!,1.0
1602160920000 ms,"\"@dbdc &quot; With grace we will suffer",1.0
1602159240000 ms,"\"@dawnweslept she's a little navajo res dog. mostly heeler",1.0
1602155640000 ms,@DawnRichard ur too cool....,1.0
1602145080000 ms,@BrentCorrigan00 http://twitpic.com/8525c - Oh no... I'm sooooo sorry to hear about this... you have my condolences. For real.,1.0
1602162960000 ms,@Brian_Hess that's priceless,1.0
1602143880000 ms,"\"@DAYNADAY hi  any plans for the day? I'm going to play poker later",1.0
1602157800000 ms,"\"@Bri51NY Awww  that's no fun",1.0
1602137280000 ms,@DawnMarieLS Thanks! Good Night to you,1.0
1602156720000 ms,@BrewskieButt  that is tooo sad! BB *cries *sobs see you later...,1.0
1602157080000 ms,"\"@brewtownandy Well",1.0
1602160680000 ms,"\"@dbast @nickcharney the scheme we have now isn't perfect",1.0
1602164640000 ms,@brianangelday26 I wish you wouldn't delete it.  Think of the thousands of fans who will miss your tweets.,1.0
1602152280000 ms,"\"@BretMayer I'd say that's a stretch",1.0
1602140400000 ms,@brendonuriesays helloooo brendon(: reply please,1.0
1602125880000 ms,@BreezyDoll I no longer have a blackberry anymore  Boyfriend#2 is dead LOL,1.0
1602096960000 ms,@DavidR1991 Nah just looked at one and saw a good review of it online.  I wants one they look awesome but they are expensive,1.0
1602114480000 ms,@daviesgravey HOW DO I FIND THAT????,1.0
1602159000000 ms,"\"@DawnWehbey like the &quot;tap &amp; bitch!&quot; for real. It is hilarious",1.0
1602173640000 ms,@brianlogandales I want to say hi !,1.0
1602170160000 ms,"\"@daybreak1012 LOL A toad!?  Maybe he wanted a kiss? Or is that only frogs that turn into handsome",1.0
1602169920000 ms,@Day2DayGuy It was a excellent weekend shame its back to work again  you sure your not drunk yet oh well boys will be boys ?,1.0
1602119040000 ms,@davyknowles give my sister n rellys a big hug from me will ya? i miss them! thanks fella  and enjoy yerself!,1.0
